titulo,url,data,adicoes,delecoes,tags
style(anthropic): use aliases for model names,https://github.com/langchain-ai/langchain/pull/33590,2025-10-17,24,49,"integration, core, langchain, v1"
fix: shell tool middleware,https://github.com/langchain-ai/langchain/pull/33589,2025-10-17,156,6,"langchain, v1, fix"
release(langchain_v1): v1.0.0,https://github.com/langchain-ai/langchain/pull/33588,2025-10-17,12,12,"langchain, release, dependencies, v1"
chore: update `pyproject.toml` url entries,https://github.com/langchain-ai/langchain/pull/33587,2025-10-17,147,141,"integration, core, langchain, standard-tests, infra, text-splitters, dependencies, cli, v1"
"fix(langchain,langchain_v1): enable huggingface optional dep",https://github.com/langchain-ai/langchain/pull/33586,2025-10-17,52,29,"langchain, dependencies, v1, fix"
release(prompty): 1.0.0,https://github.com/langchain-ai/langchain/pull/33584,2025-10-17,7,7,"integration, release, dependencies"
chore(langchain-classic): remove unused duckdb dependency,https://github.com/langchain-ai/langchain/pull/33582,2025-10-17,1,51,"langchain, infra, dependencies"
release(deepseek): 1.0.0,https://github.com/langchain-ai/langchain/pull/33581,2025-10-17,10,8,"integration, release, dependencies"
chore(infra): change scope names,https://github.com/langchain-ai/langchain/pull/33580,2025-10-17,2,2,"infra, github_actions"
chore(langchain_legacy): bump version 1.0,https://github.com/langchain-ai/langchain/pull/33579,2025-10-17,11,9,"langchain, infra, dependencies"
release(openai): 1.0.0,https://github.com/langchain-ai/langchain/pull/33578,2025-10-17,367,364,"integration, release, dependencies"
release(qdrant): 1.0.0,https://github.com/langchain-ai/langchain/pull/33577,2025-10-17,5,5,"integration, release, dependencies"
release(perplexity): 1.0.0,https://github.com/langchain-ai/langchain/pull/33576,2025-10-17,5,5,"integration, release, dependencies"
fix: support python 3.14 in various projects,https://github.com/langchain-ai/langchain/pull/33575,2025-10-17,2309,1657,"integration, langchain, standard-tests, infra, text-splitters, dependencies, fix"
release(nomic): 1.0.0,https://github.com/langchain-ai/langchain/pull/33574,2025-10-17,6,6,"integration, release, dependencies"
release(mistralai): 1.0.0,https://github.com/langchain-ai/langchain/pull/33573,2025-10-17,5,5,"integration, release, dependencies"
release(huggingface): 1.0.0,https://github.com/langchain-ai/langchain/pull/33572,2025-10-17,8,6,"integration, infra, release, dependencies"
release(fireworks): 1.0.0,https://github.com/langchain-ai/langchain/pull/33571,2025-10-17,5,5,"integration, release, dependencies"
release(exa): 1.0.0,https://github.com/langchain-ai/langchain/pull/33570,2025-10-17,5,5,"integration, release, dependencies"
release(chroma): 1.0.0,https://github.com/langchain-ai/langchain/pull/33569,2025-10-17,5,5,"integration, release, dependencies"
release(groq): 1.0.0,https://github.com/langchain-ai/langchain/pull/33568,2025-10-17,5,5,"integration, release, dependencies"
release(ollama): 1.0.0,https://github.com/langchain-ai/langchain/pull/33567,2025-10-17,41,38,"integration, release, dependencies"
"docs: fix Anthropic, OpenAI docstrings",https://github.com/langchain-ai/langchain/pull/33566,2025-10-17,13,10,"documentation, integration"
release(text-splitters): 1.0.0,https://github.com/langchain-ai/langchain/pull/33565,2025-10-17,6,6,"text-splitters, release, dependencies"
release(anthropic): 1.0.0,https://github.com/langchain-ai/langchain/pull/33564,2025-10-17,187,190,"integration, release, dependencies"
release(standard-tests): 1.0.0,https://github.com/langchain-ai/langchain/pull/33563,2025-10-17,4,4,"standard-tests, release, dependencies"
release(core): 1.0.0,https://github.com/langchain-ai/langchain/pull/33562,2025-10-17,4,4,"core, release, dependencies"
feat(langchain_v1): Python 3.14 support,https://github.com/langchain-ai/langchain/pull/33560,2025-10-17,159,105,"langchain, infra, v1, feature"
fix(langchain_v1): support Python 3.14,https://github.com/langchain-ai/langchain/pull/33559,2025-10-17,137,93,"langchain, v1, fix"
docs: more fixes for refs,https://github.com/langchain-ai/langchain/pull/33554,2025-10-17,1323,1256,"documentation, integration, core, langchain, standard-tests, cli"
chore(docs): v0.3 redirects,https://github.com/langchain-ai/langchain/pull/33553,2025-10-17,1398,27177,"documentation, integration, core, langchain, standard-tests, infra, text-splitters, dependencies, github_actions, cli"
chore(langchain_v1): relax typing on input state,https://github.com/langchain-ai/langchain/pull/33552,2025-10-17,14,9,"langchain, infra, v1"
feat(langchain): file-search middleware,https://github.com/langchain-ai/langchain/pull/33551,2025-10-17,643,0,"langchain, v1, feature"
fix(langchain): conditional tools -> end edge when all client side calls return direct,https://github.com/langchain-ai/langchain/pull/33550,2025-10-17,158,12,"integration, langchain, v1, fix"
release: joint rcs for core + langchain,https://github.com/langchain-ai/langchain/pull/33549,2025-10-17,9,9,"core, langchain, release, dependencies, v1"
